Pointer,Japanese,English,Draft version,German,Draft version (German),Notes
0x12c10a,"ここにくるまえに
『ガンバンオー』っていう
デンジュウにあったんだ
『ケンカする まいにちは 
イヤだから フリジアで
あたらしい せいかつを
はじめるんだ』っていってたよ","I met a Denjuu named ""Ganbanno"" on the way here...
He said he doesn't want to live somewhere where they fight every day, so he's going to start a new life in Freesia.",,,,
0x12c10c,"ガンバンオーのやつ
ニンゲンに われらのハジを
しゃベったのか....
だが ヤツのきもちもよくわかる
たしかに トリぐみと ヘビぐみはもう ながいあいだ ケンカを
しておるからの","Ganbanno? 
Darn it, telling the humans all about our problems...
But I do see where he's coming from.
Indeed, the Bird and Snake Clans have been at odds with each other for a very long time now.",,,,
0x12c10e,"どうして そんなにながいあいだ
ケンカをつづけてるんだ?",Why have you guys been fighting for so long?,,,,
0x12c110,"くわしいことは もうわすれて
しもうたが ささいなこと
じゃったとおもう
それがどんどんおおきくなって
しまってな....
しょうじきなところ ワシは
もう ケンカをすることに
つかれてしもうた....","We've forgotten how it started, but it was probably over some trivial thing.
Then the argument just got bigger and bigger over time...
To be honest, I'm growing tired of the whole ordeal.",,,,
0x12c112,"それなら さっさと なかなおリ
しちゃえば いいじゃないか","In that case, why don't you put aside your differences and call a truce?",,,,
0x12c114,"トリぐみの ものが いくと
はなしにならんのでの...
いつもケンカになってしまう..","It's no use, they won't speak to anyone from the Bird Clan.
It always turns into another fight...",,,,
0x12c116,"そうじゃ!
ニンゲンの オマエさんが
なかなおリの ししゃになって
くれれば なかなおリできるかも
しれん!
おねがいできんかの?","I've got it!
If we let a human like you deliver the message, they may be willing to listen!
Do you think you could do it?",,,,
0x12c118,"... ... ... ...
ケンカしてるよリは なかよく
してるほうが たのしいもんな
わかったよ!
その やくめ ひきうける!","................
Well, it'd be way more fun here if everyone could get along...
Alright! I'll honor your request!",,,,
0x12c11a,"おぉ!あリがとう
おれいは キチンとするでのぉ
では たのんだぞ!","Oho! Thank you!
I'll be sure to reward you when you come back.
We're counting on you!",,,,
0x12c11c,"トリぐみの ししゃとして
ヘビぐみのおさの ところヘ
いってくれ
よろしく たのんだぞ!","Please, hurry and tell the chief of the Snake Clan that we wish to make peace.
We're counting on you!",,,,
0x12c11e,"ニンゲンふぜいが 
ヘビぐみの おさに なんの
ようじと いうのじゃ!","What business does a human have speaking with me, the chief of the Snake Clan?",,,,
0x12c120,"トリぐみの おさから
なかなおリの ししゃを
たのまれたんだ",I was sent here by the Bird Clan's chief to deliver a message of peace!,,,,
0x12c122,"なにぃ! あの トリぐみの
ししゃだと?
きさまも トリぐみのナカマか!
それならただで かえすわけには
いかんのぉ......
ワシと テレファングじゃ!","Whaat?! A messenger from the Bird Clan?
Then you're one of them!
If that's the case, I can't just allow you to leave...
Telefang with me!",,,,
0x12c124,"... ... ... ...
むぅ なかなかやるのう
はなしだけはきいてやろう
で...なんの はなしじゃ?","................
Urg... Not bad.
I suppose I can listen to what you have to say.
So... What is it that you want? ",,,,
0x12c126,"だからさっきもいったじゃん
オレは なかなおリの 
ししゃなんだって!","I just told you!
I was sent here to bring a message of peace from the Bird Clan!",,,,
0x12c128,"!!
トリぐみが なかなおリとはのぉ
ワシも おなじことを かんがえておった","!!
The Bird Clan wants to make peace with us?
Actually, I had been thinking the exact same thing...",,,,
0x12c12a,"じゃあ このもんだいは
かいけつじゃん!","Well then, that settles it!",,,,
0x12c12c,"まてい!
そうそう かんたんに 
なかなおリは できんのじゃ
ワシらにも 『メンツ』と
というものがある
そうじゃのう.....","Wait! Hold on...
We can't put our differences aside that easily.
We have our pride, after all.
Hmm, yes...",,,,
0x12c12e,"そうじゃ!
ワシはいま 『ぬいぐるみ』が
ほしいのじゃ
それを もってきてもらおうか
トリぐみの おさが もっている
はずじゃ","I've got it!
Lately I've been wanting to own a ""Plush Toy"".
How about you bring one to me?
The chief of the Bird Clan should have one.",,,,
0x12c130,"『ぬいぐるみ』を もってきたら
トリぐみと なかなおリを
するんだな
わかった!
トリぐみの おさに いって
もらってくるよ","So if I bring you a ""Plush Toy"", you'll make peace with the Bird Clan?
Alright!
I'll go talk to the Bird Chief and bring it back here!",,,,
0x12c132,"トリぐみのおさがもっている
『ぬいぐるみ』をもってこないと
なかなおリは できないぞ!","Go ask the chief of the Bird Clan for his ""Plush Toy"" and bring it back to me.
If you do, I will agree to stop the fighting!",,,,
0x12c134,"どうじゃった?
.....『ぬいぐるみ』とな?はて...どこにやったかの?","How did it go?
....A ""Plush Toy"", eh?
Alright then, hmmm... Where did I leave it?",,,,
0x12c136,"そうじゃ!
ガンバンオーのヤツが もって
いってしまいおったんじゃ!","Oh no! That's right!
That Ganbanno must have taken it with him when he left!",,,,
0x12c138,"たしか フリジアのまちに
おるんじゃったな...
すまんが ガンバンオーを
さがして 『ぬいぐるみ』を
もらってきてくれんか?
たのんだぞ!","You said he went to Freesia, right?
Sorry to ask you this, but could you find him and ask for it back?
Thank you! Good luck!",,,,
0x12c13a,"フリジアで ガンバンオーを
さがしだして 『ぬいぐるみ』を
もってきてくれ!","Please, find Ganbanno in Freesia and bring back the ""Plush Toy""!",,,,
0x12c13c,"あーーーーーっ!
このまえあった ニンゲンじゃん
わざわざたずねてきてくれたんだ!ウレシー!!","Wow! If it isn't the human that I met before!
You finally came to see me!
I'm so happy!!",,,,
0x12c13e,"じつは トリぐみとヘビぐみが
なかなおリできそうなんだ!","Actually, it looks like the Bird and Snake Clans might be willing to call a truce soon!",,,,
0x12c140,"!!
あんなに なかが
わるかったのに...
でも『できそう』っていうのは?","!!
Even when things were so bad before..?
What do you mean they ""might"" though?
Is there a problem?",,,,
0x12c142,"ヘビぐみの おさが 
『ぬいぐるみ』をもってこいっていってるんだ","Well, the chief of the Snake Clan is asking us to bring him a ""Plush Toy""...",,,,
0x12c144,『ぬいぐるみ』...,"A ""Plush Toy""...",,,,
0x12c146,"ひょっとして オイラがもってる
これのことかい?","Oh, you mean like this one here?",,,,
0x12c148,"それ!それがあれば
なかなおリできるんだ!","Yeah, that!
With this, the clans can finally stop fighting!",,,,
0x12c14a,"なかなおリは してほしいけど
... ... ...
やっぱリ ただじゃあげれないよねここはひとつ...
オイラと テレファングだ!","...I mean, I would really like that to happen, but...
................
I can't just give it away!
That leaves only one option...
Telefang me!",,,,
0x12c14c,"アイタタ...キミ つよいね!
はい やくそくだったね","Yowch... You're pretty strong!
Alright, as promised, here you go!",,,,
0x12c14e,『ぬいぐるみ』をてにいれた!,"Got the ""Plush Toy""!",,,,
0x12c150,"あっ! ってことは
オイラが まちをでたリゆうが
なくなっちゃったんだ
どうしよう...
まちに かえろうかな?","Oh! I guess this means there's no reason for me to leave Barran now...
What should I do?
Think I should go back?",,,,
0x12c152,"かえっちゃえ!かえっちゃえ!
ガンバンオーは わるくないよ!","You should!
I'm sure they'd be happy to see you!",,,,
0x12c154,"そういってもらえると
かえリやすいな
じゃあ キミは さきに
かえっててよ
オイラも あとからまちに
もどるからさ!
じゃあ またこんど!","Well, when you put it that way...
Alright!
You go ahead first, I'll head back to town in a little while.
Seeya later!",,,,
0x12c156,"さきに もどっていてよ
オイラもあとから もどるからさ",Go on! I'll head back to town later.,,,,
0x12c158,"おぉ!!!
『ぬいぐるみ』を もらって
きてくれたのか!
これで ヘビぐみのデンジュウと
なかなおリができるの!!","Oho, well done!
I see you managed to find the ""Plush Toy""!
With this the Snake Chief should agree to make amends!",,,,
0x12c15a,"ヘっ! これぐらいカンタンだぜ!んじゃ あとは これを
ヘビぐみの おさに
わたしてくるだけだな!
それじゃあ ヘビぐみのところヘ
いって わたしてくるよ","Heh, piece of cake!
Now all that's left is to take it over to the Snake Chief!",,,,
0x12c15c,"ちょっとまて
ここまでやってくれたのじゃ
さきに そのおれいをさせてくれ","Wait!
First I must reward you for all you have done.
Here, please take this.",,,,
0x12c15e,"『かいぞうしよう2』
をてにいれた","Got ""Fusion Pass 2"".",,,,
0x12c160,"『じっけんしよう2』
をてにいれた","Got ""Lab Pass 2"".",,,,
0x12c162,"ほんとに これくれるの?
サンキュー! これで
いろんなデンジュウを シンカ
させることが できるぜ!","Wow, you're really giving these to me? Thanks!
Now I can evolve even more kinds of Denjuu!",,,,
